timestamp,body_language,tone,facial_expression,overall,scenario
2025-03-24 17:29:29.575180,68.0,10,62.0,46.666666666666664,Job Interview
2025-03-24 17:29:29.737503,68.0,10,62.0,46.666666666666664,Job Interview
2025-03-24 17:29:29.891126,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:30.046775,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:30.252079,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:30.466679,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:30.672928,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:30.888944,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:31.089944,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:31.243170,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:31.403180,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:31.556147,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:31.710432,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:29:31.863918,54.0,10,62.0,42.0,Job Interview
