timestamp,body_language,tone,facial_expression,overall,scenario
2025-03-24 17:37:54.547492,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:54.704789,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:54.858353,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:55.018644,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:55.174098,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:55.333310,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:55.488419,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:55.644429,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:55.801410,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:55.956279,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:56.112925,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:56.270064,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:56.423997,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:56.589036,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:56.751884,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:56.910310,54.0,10,44.0,36.0,Job Interview
2025-03-24 17:37:57.060633,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:57.220505,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:57.385205,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:57.548664,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:57.706128,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:57.856842,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:58.015273,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:58.170457,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:58.325528,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:58.486304,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:58.642993,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:58.800186,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:58.952442,54.0,10,44.0,36.0,Job Interview
2025-03-24 17:37:59.109495,54.0,10,44.0,36.0,Job Interview
2025-03-24 17:37:59.268381,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:59.425315,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:59.584050,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:59.737981,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:37:59.893947,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:00.052445,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:00.271279,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:00.478244,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:00.693834,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:00.897814,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:01.102332,54.0,10,44.0,36.0,Job Interview
2025-03-24 17:38:01.261953,54.0,10,44.0,36.0,Job Interview
2025-03-24 17:38:01.416016,54.0,10,44.0,36.0,Job Interview
2025-03-24 17:38:01.574602,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:01.733402,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:01.900480,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:02.052766,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:02.210095,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:02.364909,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:02.525977,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:02.678443,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:02.836211,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:02.990410,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:03.150560,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:03.304578,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:03.460698,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:03.621667,54.0,10,62.0,42.0,Job Interview
2025-03-24 17:38:03.774172,54.0,10,62.0,42.0,Job Interview
