timestamp,body_language,tone,facial_expression,overall,scenario
2025-03-22 12:43:11.758068,68.0,50,44.0,54.0,Job Interview
2025-03-22 12:43:11.921191,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:12.091560,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:12.244923,68.0,50,44.0,54.0,Job Interview
2025-03-22 12:43:12.401299,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:12.561607,68.0,50,44.0,54.0,Job Interview
2025-03-22 12:43:12.714504,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:12.876219,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:13.027351,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:13.185448,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:13.338219,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:13.498821,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:13.658043,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:13.811176,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:13.965412,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:14.121517,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:14.284504,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:14.437852,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:14.594863,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:14.749510,68.0,50,62.0,60.0,Job Interview
2025-03-22 12:43:14.906799,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:15.065915,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:15.219857,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:15.372758,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:15.530365,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:15.693559,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:15.847406,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:16.001890,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:16.158908,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:16.313058,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:16.465700,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:16.621514,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:16.776400,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:16.942970,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:17.111450,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:17.270381,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:17.424677,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:17.585996,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:17.755519,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:17.922028,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:18.082653,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:18.236838,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:18.390601,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:18.545925,54.0,50,62.0,55.333333333333336,Job Interview
2025-03-22 12:43:18.707482,54.0,50,44.0,49.333333333333336,Job Interview
2025-03-22 12:43:18.864234,54.0,50,44.0,49.333333333333336,Job Interview
